,text,class
5824,"aerodynamic characteristics of two winged reentry vehicles at supersonic  and hypersonic speeds . aerodynamic characteristics of two winged reentry vehicles at supersonic  and hypersonic speeds . tests were conducted at the langley research center on two winged lifting hypersonic reentry glider configurations . performance, stability, and control data are presented at mach numbers of 1.62 and 2.91 for angles of attack up to 15degree and at mach numbers of 6.8 and 9.6 for angles of attack up to 25degree . ",cran
4094,On-Line Searching of Computer Data Bases   The Research Library of Rohm and Haas Company has been searching a variety of bibliographic data bases on-line for over one year.. A summary of our experiences and the merits of on-line searching is presented.. A conference call technique for driving a remote slave terminal is described.. ,cisi
1671,Localization of the Roots of a Polynomial (Algorithm R429) ,cacm
3186,"Time, Clocks, and the Ordering of Events in a Distributed System The concept of one event happening before another in a distributed system is examined, and is shown to define a partial ordering of the events.  A distributed algorithm is given for synchronizing a system of logical clocks which can be used to totally order the events. The use of the total ordering is illustrated with a method for solving synchronization problems. The algorithm is then specialized for synchronizing physical clocks, and a bound is derived on how far out of synchrony the clocks can become.  ",cacm
4711,"torispherical shells - a caution to designers . torispherical shells - a caution to designers .  it has recently become apparent, through a rigorous stress analysis of a specific case that designing torispherical shells by the current edition of the asme code on unfired pressure vessels can lead to failure during proof-testing of the vessel . the purpose of the present paper is to show in what respects the code fails to give accurate results . as an illustrative example, a hypothetical pressure vessel with a torispherical head having a diameter-thickness ratio of 440 was selected . the supports of the vessel were considered to be either on the main cylinder or around the torus . the vessel was subjected to internal pressure and the elastic stresses in it were determined rigorously and by the code . a comparison of the two revealed that the code predicted stresses in the head which were less than one half of those actually occurring . furthermore, the code gave no indication of the presence of high compressive circumferential direct stresses which exceeded 30,000 psi for practically the entire torus . if the head had been fabricated using a steel with a yield point of would have failed or undergone large deformations, whereas the code would have predicted that it was safe . the code's rules for torispherical heads are thus in need of revision for certain geometries . the implications of the foregoing results are currently being studied by the asme,. in the interim, however, designers should exercise care in applying the code to torispherical shells .  it is also shown in the paper that the use of the membrane state as a particular solution of the differential equations is not a good approximation for toroidal shells of the type considered . ",cran
7085,"effects of parathyroid hormone and other proteins in vitro on mitochondrial metabolism it is apparent that in addition to parathyroid hormone, several non-hormonal basic proteins stimulate mitochondrial respiration, ion transport, and atpase, but inhibit the 32pi-atp exchange reaction. thus these effects may not be so uniquely a measure of the biological actions of parathyroid hormone as the previous reports suggested. rasmussen et al. (1964) have also isolated from parathyroid extracts a protein that is inert in vivo but stimulates mitochondrial transport of phosphate in vitro. they postulated that this protein might be yet another biologically important factor produced by para- thyroid glands. the latter speculation may not be warranted in view of the uncertain specificity of protein effects on mitochondria. all of our tests completed to date show that the non-hormonal parathyroid proteins c1 and c2 are unrelated either biologically, immunologically, or chemically (by amino-acid analysis) to the parathyroid hormone. further rigorous studies are necessary to precisely determine whether any effects of parathyroid hormone on mitochondria validly reflect the mechanism of action of the hormone and whether it is sound to use the in vitro tests as bioassay tools. ",med
1457,"Newton Maehly, (Algorithm 105) ",cacm
2804,Confluent Hypergeometric (Algorithm 192) ,cacm
2812,"EULER: A Generalization ALGOL, and its Formal Definition: Part I* A method for defining programming languages is developed which introduces a rigorous relationship between structure and meaning. The structure of a language is defined by a phrase structure syntax, the meaning in terms of the effects which the execution of a sequence of interpretation rules exerts upon a fixed set of variables, called the Environment.  There exists a one-to-one correspondence between syntactic rules and interpretation rules is determined by the sequence of corresponding syntactic reductions which constitute a parse. The individual interpretation rules are explained in terms of an elementary an d obvious algorithmic notation. A constructive method for evaluating a text is provided, and for certain decidable classes of languages their unambiguity is proved. As an example, a generalization of ALGOL is described in full detail to demonstrate that concepts like block-structure, procedures, parameters, etc. can be defined adequately and precisely by this method. ",cacm
4061,"The Public Library in the United States  The study as a whole is designed to stimulate public librarians to re-examine realistically their most useful function and greatest potential contribution at a time when methods of communication are undergoing rapid change. As the traditional custodian of the printed word, the librarian has long had a distinctive and widely accepted role. The Public Library Inquiry, especially in the concluding chapter of the present volume, brings to the center of attention problems and suggestions for change challenging a fresh appraisal. It should arouse the interest of the public served by the libraries as well as aid the librarians themselves to an appreciation of an important American institution that must be kept ever alert to the needs of a democratic society. ",cisi
1767,Modified Graeffee Method (Algorithm 256 [C2]) ,cacm
1360,Rational Roots of Polynomials with Integer Coefficients (Algorithm 78) ,cacm
6480,"failure to thrive: the diencephalic syndrome of infancy and childhood we have presented a case of a patient with an astrocytoma of the optic chiasm who demonstrated the features of the ""diencephalic"" or ""failure-to-thrive"" syndrome. overactivity, overalertness and emaciation were significant symptoms in this patient. roentgenograms characteristically demonstrate normal bone growth, good muscular outline, and absent subcutaneous fat. increased growth hormone was found and may be a factor in the disturbed lipid metabolism. ",med
2769,Eigenvalues of a Real Symmetric Matrix by the QR Method (Algorithm 253 [F2]) ,cacm
516,Computer Science as Empirical Inquiry: Symbols and Search ,cacm
3406,"A Technique for Machine-Aided Indexing   Subject indexing of text can, in principle, be accomplished in many ways.. The technique for machine-aided indexing (MAI) developed at the Defense Documentation Center (DDC) is illustrated on a randomly chosen abstract.. Additional text is provided in coded form so that the reader can more fully explore this technique and form his own opinion of the applicability and versatility of this particular procedure.. The DDC method for subject indexing is very close to operational status for a data base which grows at the rate of two million words of text per year.. ",cisi
1888,"The Development of the MU5 Computer System Following a brief outline of the background of the MU5 project, the aims and ideas for MU5 are discussed. A description is then given of the instruction set, which includes a number of features conducive to the production of efficient compiled code from high-level language source programs. The design of the processor is then traced from the initial ideas for an associatively addressed ""name store"" to the final multistage pipeline structure involving a prediction mechanism for instruction prefetching and a function queue for array element accessing. An overall view of the complete MU5 complex is presented together with a brief indication of its performance. ",cacm
5342,"transition in a separated laminar boundary layer . transition in a separated laminar boundary layer .  transition to turbulence was studied in a separated laminar boundary layer on a flat plate 24 in. long and thick . steps with a height of to were provided at a distance of 4 to transition was observed through a hot-wire anemometer . the author concludes that transition was always initiated by tollmien-schlichting waves . two types of transition were observed . in one type, bursts suddenly appeared in the wavy flow . the other type consists of amplification, distortion, and breaking up of the waves . which type of transition occurs depends on the value of the following parameter .. boundary-layer displacement thickness times step height times free-stream velocity squared divided by kinematic velocity squared . the burst type has been observed for values of this parameter larger than 4.2 x 10 . the separated laminar boundary layer becomes unstable and develops waves when the critical reynolds number based on boundary-layer displacement thickness at the step location exceeds a value of 350 . some conclusions on the development of separation bubbles on air foils are drawn from the present studies . ",cran
447,Sequency Ordered Walsh Functions $S22) (Algorithm 390) ,cacm
2412,Parameters for Pseudo Runge-Kutta Methods The object of this note is to present a choice of the free parameters in the third- and fourth-order pseudo Runge-Kutta methods involving two points. This choice of parameters causes a bound on the principal part of the truncation error term to be near the minimum for the fourth-order method and at the minimum for the third-order method. ,cacm
3991,"Directory of Data Base in the Social and Behavioral Sciences  As one of the early members of the computer community, I have been keenly interested in the development of quantitative methodologies in the social and behavioral sciences, and their encouragement by the data processing environment. The economists, with an already established mathematical orientation, were among the earliest beneficiaries of the machine technology that enhances their ability to construct the test models of economic behavior. Today, statistical methods have so affected many disciplines that it is not unusual for doctoral programs to accept statistical techniques as a substitute for one foreign language. Similarly, the ability to program in an appropriate language is also frequently as acceptable as French or German in providing the research skills needed by doctoral students at The City University of New York and at other universities.  The chief function of this directory, in terms of academic supplies of data, is not to reinventory the social science data archives that are well-known to the academic community, not to duplicate the announcements of holdings that they themselves make available to their members. The reason for mentioning them and indicating the nature of their holdings is to make this kind of data resource known to those researchers, either in or out of the university, who are not sufficiently aware of these important resources. ",cisi
3381,"The Management of Innovation  All the research reported in this book arose out of an attempt, some years ago, to study an industrial concern as a 'community of people at work', that is, in much the same terms one would use in a study of conduct and relationships in a village, an urban neighborhood, or a small primitive community. This aim was never realized, because it soon became evident that the social structure of the factory interlocked with, and often mirrored, that of the small isolated town in which it was situated. The wider study which then appeared necessary was not practicable and the enquiry petered out rather inconclusively, assuming its present significance only in the context of later studies. ",cisi
1525,"An Information Algebra - Phase I Report-Language Structure Group of the CODASYL Development Committee This report represents the results of the first phase of the work of the Language Structure Group. The goal of this work is to arrive at a proper structure for a machine-independent problem-defining language, at the systems level of data processing. The report is based, for the most part, on a mathematical model called ""An Information Algebra"" developed primarily by R. Bosak. It is hoped that this report will be read (a) with avid interest by programming language designers and implementors, and all those interested in developing a theoretical approach to data processing; (b) with interest and understanding by professional programmers and systems analysts; and (c) with appreciation by the businessman-analyst-manager.  The authors have not attempted an exhaustive discourse in this report. Rather, they have tried to present a philosophy to the professional people who are vitally concerned with providing a working language for the systems analyst's use. They trust that the ideas in this report will stimulate others to think along similar lines. Questions and comments will be welcomed, and can be addressed to any of the members of the Language Structure Group: Robert Bosak, System Development Corporation; Richard F. Clippinger, Honeywell EDP Division; Carey Dobbs, Remington Rand Univac Division; Roy Goldfinger (Chairman), IBM Corporation; Renee B. Jasper, Navy Management Office;  William Keating, National Cash Register; George Kendrick, General Electric Company; Jean E. Sammet, IBM Corporation. ",cacm
787,"Survey of Progress and Trend of Development and Use of Automatic Data Processing in Business and Management control Systems of the Federal Government, as of December 1957-III ",cacm
267,Visible Surface Plotting Program (Algorithm R475) ,cacm
1134,A Note on a Combinatorial Problem of Burnett and Coffman ,cacm
540,A Formal System for Information Retrieval from Files ,cacm
5256,"investigation of a retrocket exhausting from the nose of a blunt body into a supersonic free stream . investigation of a retrocket exhausting from the nose of a blunt body into a supersonic free stream . the pressure distribution and pressure drag of a blunt body with a supersonic jet issuing upstream from its center were determined at free-stream mach numbers of 1.60, 2.00, and 2.85 . the thrust of the jet  issuing from the model nose was varied to study its effects on flow around the model and to determine variation of pressure distribution and  pressure drag of the model with the thrust . at all mach numbers investigated, the pressure drag decreased with increasing retrorocket thrust until a minimum value was reached . further increases in retrorocket thrust resulted in increases in the pressure drag . the resultant drag /pressure drag plus retrorocket thrust but excluding base and skin-friction drag/ of the model was reduced by retrorocket operation below the drag for a jet-off condition,  except at very low retrorocket thrust coefficients . the flow about the  nose of the blunt body was very unstable throughout the range of mach numbers and retrorocket thrust coefficients investigated . ",cran
4196,"""Exit, voice, and loyalty"": Further reflections and a survey of recent contributions  My book Exit, voice and loyalty: Responses to decline in firms, organizations, and states was published in l970. Reactions to it and applications of its concepts have been fairly numerous and I have myself had quite a few afterthoughts. It will therefore be difficult to bring these matters together in a passably structured paper. In the following, I shall limit myself to four broad areas of inquiry which have been so arranged that my own further reflections figure rather prominently though by no means exclusively in the first two sections while the latter two are more heavily weighted with reports and comments on the research and contributions of others. ",cisi
4630,"Profiling, the Key to Successful Information retrieval   A major tool employed to enter an information source is the search profile.. The development of an adequate profile depends upon the aids supplied by the data bases.. These aids vary in their content and depth and their proper use is essential for relevant information retrieval.. The data bases examined are CA Condensates, Index Medicus, and BA data bases.. Several searches are presented with a study of their comparative profiles.. ",cisi
4476,"Experiments in Book Indexing by Computer   The most challenging task in preparing an index to a book is to select all and only those terms that are related to the text and are useful for relevance purposes.. While a knowledgeable human can make the selection on an intuitive basis, automatic indexing requires a precise operational criterion for defining and selecting good and useful index terms.. Two principles of selection are proposed:specification and selection of useful terms, and specification and exclusion of useless terms.. Because of the nebulous nature and meaning of ""good index terms"", and the difficulties involved in devising machine algorithms for their selection, this research in automatic indexing is based on the principle of excluding useless terms.. Even so,fully automatic indexing was not achieved in this study.. Single words proved to be little value as index terms.. Multiple word terms were generated by the computer, but no algorithm could successfully eliminate the useless phrases.. Final selection had to be made by the experimenter.. A comprehensive and useful book index was achieved by using machine-aided rather than fully automated indexing techniques.. ",cisi
2794,An Efficient Search Algorithm to Find the Elementary Circuits of a Graph A theoretically most efficient search algorithm is presented which uses an exhaustive search to find all of the elementary circuits of a graph. The algorithm can be easily modified to find all of the elementary circuits with a particular attribute such as length. A rigorous proof of the algorithm is given as well as an example of its application. Empirical bounds are presented relating the speed of the algorithm to the number of vertices and the number of arcs. The speed is also related to the number of circuits in the graph to give a relation between speed and complexity. Extensions to undirected and s-graphs are discussed. ,cacm
4296,"Design and Evaluation of Information Systems  In corresponding chapters of earlier volumes of this review may be discerned a trend toward progressive broadening of content coverage. The initial emphasis was on design and evaluation concepts and on techniques that were rather closely -  and narrowly - connected with information storage and retrieval systems. It is becoming increasingly clear, however, that there are many activities and ideas outside of this context that have, or can have, a very important bearing on the work of systems analysts, designers, and evaluators working on library and documentation systems. This chapter attempts to continue enlarging our perception of the range of reported activities that can help to improve the kinds of systems in which our readers are chiefly interested. ",cisi
1828,An Open Letter to X3.4.3 (FORTRAN Standards -- American Association) ,cacm
4978,"an investigation of the flow about a plane half-wing of cropped delta planform and 6( symmetrical section at stream mach numbers between 0. 8 and 1. 41 . an investigation of the flow about a plane half-wing of cropped delta planform and 6( symmetrical section at stream mach numbers between 0. 8 and 1. 41 .  a study has been made of the flow development over the wing as the incidence and stream mach number vary and this is illustrated by surface pressure distributions and oil-flow patterns . the growth and movement of the two main surface shocks (the rear and forward shocks) is discussed, and conditions for flow separation through these shocks are considered . for the rear shock, which has little sweep, these conditions are similar to those for shock-induced separation on two-dimensional aerofoils . the forward shock is comparatively highly swept and separation seems to correspond to two rather different but simultaneously-attained conditions, one related to the component mach number normal to the shock front and the other to the position of the reattachment line .  the flow in the region between the leading edge and the forward shock is shown to have certain characteristics analogous to those found upstream of the shock on two-dimensional aerofoils . to the rear of the forward shock, but ahead of the rear shock, the flow at low supersonic speeds resembles in some respects that about a simple cone .  the general flow development is related in the text to the wing lift and pitching moment, and the drag . the first two are most affected by the aft movement of the rear shock, which also stimulates the transonic drag rise . the lift-dependent drag is shown to be influenced by the appearance of leading-edge separation and possibly also by some stage in the development of the forward shock .  the flow over the cropped-delta planform is noteworthy for the absence of the strong outboard shock and this is attributed partly to the cropped tip and partly to the unswept trailing edge . a comparison is made with results obtained during preliminary tests in which the wing planform closely resembled that of a true delta . ",cran
1581,"Cold-Start vs. Warm-Start Miss Ratios In a two-level computer storage hierarchy, miss ratio measurements are often made from a ""cold start,"" that is made with the first-level store initially empty. For large capacities the effect on the measured miss ratio of the misses incurred while filling the first-level store can be significant, even for long reference strings. Use of ""warm-start"" rather than ""cold-start"" miss ratios cast doubt on the widespread belief that the observed ""S-shape"" of lifetime (reciprocal of miss ratio) versus capacity curve indicates a property of behavior of programs that maintain a constant number of pages in main storage.  On the other hand, if cold-start miss ratios are measured as a function of capacity and measurement length, then they are useful in studying systems in which operation of a program is periodically interrupted by task switches. It is shown how to obtain, under simple assumptions, the cache miss ratio for multiprogramming from cold-start miss ratio values and how to obtain approximate cold-start miss ratios from warm-start miss ratios. ",cacm
6333,"visco-elastic properties of the lens .                   the dynamic visco-elastic properties of human, monkey and rabbit    lenses have been measured with a dynamic rheometer . the value for the  apparent elastic modulus (young modulus) of the lens was found to be 10 -10 dyne/cm in humans and 10 -10 dyne/cm in monkeys and rabbits . the  value for the loss tangent was 0.3-0.4 in the human lens and 0.3-0.6 in rabbit and monkey lenses .                         elastic moduli and loss tangents of the lenses showed poor dependence on temperature at 15 -55 c and on frequency of oscillation at 0.01-25 c/ s . the lenses showed linear visco-elasticity when the amplitude of   oscillation was below 0.02 mm, and they showed nonlinear visco-     elasticity when the amplitude exceeded 0.03 mm .             ",med
1578,Conventions for the Use of Symbols in the Preparation of Flowcharts for Information Processing Systems (A Standard Working Paper) This paper is intended as an outline of the various conventions which are being considered for the use of flowcharts for information processing systems. The conventions are applied to the use of the symbols appearing in the proposed American Standard Flowchart Symbols and not with the symbols per se. ,cacm
5826,"oscillating airfoils at high mach number . oscillating airfoils at high mach number . a simple formula is given for the pressure distribution on an oscillating airfoil in two-dimensional flow at high mach number . the formula is expected to be reasonably accurate if the pressure on the surface remains within the range 0.2 to 3.5 times the mainstream pressure . to illustrate the application of the formula, some results for symmetrical airfoils performing pitching oscillations are obtained and compared with results obtained from existing theories in the case of  high mach number . ",cran
100,Critical Path Scheduling (Algorithm 40) ,cacm
13,"Recent Improvements in MADCAP MADCAP is a programming language admitting subscripts, superscripts and certain forms of displayed formulas. The basic implementation of this language was described in a previous paper [MADCAP: A scientific compiler for a displayed formula textbook language, Comm. ACM 4 (Jan. 61), 31-36]. This paper discusses recent improvements in the language in three areas: complex display, logical control, and subprogramming.  In the area of complex display, the most prominent improvements are a notation for integration and for the binomial coefficients. In the area of logical control the chief new feature is a notation for variably nested looping. The discussion of subprogramming is focused on MADCAP's notation for and use of ""procedures."" ",cacm
7048,"otologic care of cleft palate cases the purpose of this study was to review the ear pathology in 480 patients whose cleft palates had previously been repaired. despite concern over speech regression, tonsil and adenoid surgery was carried out on 66 of these patients. when carefully done, this was accomplished with considerable overall improvement, particularly for the benefit of the conductive hearing loss. sixteen cases had exact documentation of these results by virtue of speech recording and accurate audiometric records. ",med
6472,"experimental studies on cerebrospinal fluid flow a mixed suspension of kaolin and lyco- podium was injected into the cisterna magna of dogs. blockade of csf space was produced successfully in 63 of 75 dogs; in 48 of the 63, ventricular dilatation of more than interme- diate degree was observed. in these hydrocephalic dogs experimental shunting was performed either between the lateral ventricle and the lumbar cistern or be- tween the unilateral lateral ventricle and the contralateral cerebral subarachnoid space. uni- directional, steady csf flow averaged 0.15 ml. per hour in the cases of the former shunting, and the flow averaged 0.25 ml. per hour in the cases of the latter shunting. csf flow rate from the ventricle toward the cerebral subarachnoid space was larger when intraventricular pressure was higher. this in- crease in flow rate parallel to increasing pres- sure probably results from an increase in csf absorption. there seems to be an upper limit of the flow rate as the pressure is raised. transient reflux of csf flow was induced by jugular or abdominal compression. following intravenous administration of hy- pertonic solutions, csf flow rate decreased parallel to the fall of csf pressure and re- gained the original value as the pressure was recovered. when the pressure fell as low as 50 mm. of water the flow almost stopped. ",med
1355,"Display Procedures Although the use of structured display files is widespread in interactive computer graphics, these structures present a number of problems which tend to restrict their generality and usefulness.  This paper discusses some of these problems, and suggests an alternative approach to display system design which avoids the use of structured display files.  This technique employs display procedures to generate information for display. By including transformations within calls to these procedures it is possible both to simplify the specification of pictures and to speed up their generation. Display procedures permit picture elements to be defined conditionally and also facilitate the processing of inputs from pointing devices. The paper is illustrated by examples from aversion of the EULER language in which display procedures were implemented. ",cacm
5370,study of the oscillatory motion of manned vehicles entering the earth's atmosphere . study of the oscillatory motion of manned vehicles entering the earth's atmosphere .  an analysis is made of the oscillatory motion of vehicles which traverse arbitrarily prescribed trajectories through the atmosphere . expressions for the oscillatory motion are derived as continuous functions of the properties of the trajectory .  results are applied to a study of the oscillatory behavior of re-entry vehicles which have decelerations that remain within limits of human tolerance . it is found that a deficiency of aerodynamic damping for such vehicles may have more serious consequences than it does for comparable ballistic missiles . ,cran
1957,Nth Roots of a Complex Number (Algorithm 53) ,cacm
5382,"investigation of jet effects on a flat surface downstream of the exit of  a simulated turbojet nacelle at a free-stream mach number of 1.39 . investigation of jet effects on a flat surface downstream of the exit of  a simulated turbojet nacelle at a free-stream mach number of 1.39 . an investigation at a free-stream mach number of 1.39 utilizing a blowdown-type tunnel was made to determine the effects of a propulsive jet on a zero angle-of-attack wing surface located in the vicinity of both a choked convergent nozzle and a convergent-divergent nozzle . staticpressure surveys were made on a flat surface that was located in the vicinity of the propulsive jet . the nozzles were operated over a varied range of both exit static- and total-pressure ratios at different within the scope of this investigation, it was found that shock waves, formed in the external flow because of the presence of the jet exhaust, impinged on the flat surface and greatly altered the pressure distribution . an integration of this pressure distribution for the choked convergent nozzle, with the location of the propulsive-jet exit varied from 1.747 jet-exit diameters to 4.981 jet-exit diameters below the wing  surface, resulted in a positive incremental normal force on the wing at  all positions . ",cran
5290,experimental investigation of attenuation of strong shock waves in a shock tube with hydrogen and helium as driver gases . experimental investigation of attenuation of strong shock waves in a shock tube with hydrogen and helium as driver gases .  an experimental investigation has been made of the attenuation of strong shock waves in air in a shock tube . time-history measurements were made of the static pressure at several stations in the wall of the tube . the internal diameter of the tube is 3.75 inches . shock- wave-velocity data were taken for a distance along the tube of about 120 feet . the range of the shock-wave mach number covered was from 5 to 10 and the initial pressure ahead of the shock wave varied from 5 to 100 millimeters of mercury . hydrogen and helium were used as driver gases .  a helium-driven shock wave was found to decay only about one-half as rapidly as a hydrogen-driven shock wave . the pressure level had little effect on the attenuation rate of a shock wave of given strength for the pressure range investigated . the static-pressure measurements indicated that a severe pressure gradient existed in the latter portion of the air flow . this gradient limits the testing time useful for obtaining reliable aerodynamic data . ,cran
5060,"an analysis of the applicability of the hypersonic similarity law to the study of the flow about bodies of revolution at zero angle of attack . an analysis of the applicability of the hypersonic similarity law to the study of the flow about bodies of revolution at zero angle of attack .  the hypersonic similarity law as derived by tsien has been investigated by comparing the pressure distributions along bodies of revolution at zero angle of attack . in making these comparisons, particular attention was given to determining the limits of mach number and fineness ratio for which the similarity law applies . for the purpose of this investigation, pressure distributions determined by the method of characteristics for ogive cylinders for values of mach numbers and fineness ratios varying from 1.5 to 12 were compared . pressures on various cones and on cone cylinders were also compared in this study .  the pressure distributions presented demonstrate that the hypersonic similarity law is applicable over a wider range of values of mach numbers and fineness ratios than might be expected from the assumptions made in the derivation . this is significant since within the range of applicability of the law a single pressure distribution exists for all similarly shaped bodies for which the ratio of free-stream mach number to fineness ratio is constant . charts are presented for rapid determination of pressure distributions over ogive cylinders for any combination of mach number and fineness ratio within defined limits . ",cran
5358,"integration of the boundary layer equations for a plane in compressible flow with heat transfer . integration of the boundary layer equations for a plane in compressible flow with heat transfer . the equations of motion of compressible viscous flow with vanishing pressure gradient past a plane are integrated in semi-convergent expressions, for the case when the physical constants depend on temperature and the prandtl number is close to unity . simple expressions are obtained for the temperature and velocity distributions in the boundary layer, the drag coefficient, and their dependence on the physical constants,.they contain the well-known results and several new ones . for the case when the temperature of the boundary is either above, or not much below, the temperature of the main flow, the results obtained closely agree with crocco's numerical computations . ",cran
2069,Matrix Inversion by Gauss-Jordan Inversion II (Algorithm 120) ,cacm
1524,Multint (Algorithm 32) ,cacm
2830,"Fix point Approach to the Theory of Computation Following the fix point theory of Scott, the semantics of computer programs are defined in terms of the least fix points of recursive programs. This allows not only the justification of all existing verification techniques, but also their extension to the handling, in a uniform manner of various properties of computer programs, including correctness, termination, and equivalence. ",cacm
5987,"charts for equilibrium flow properties of air in hyper-velocity nozzles . charts for equilibrium flow properties of air in hyper-velocity nozzles .  for initial stagnation pressures up to 1,000 atmospheres and stagnation enthalpies up to 10,000 btu per pound, nozzle-flow properties for equilibrium air have been computed and plotted on charts . the work of nasa tn d-693 has been extended to include flow properties for closer intervals of specified stagnation enthalpies . properties which have been charted as a function of mach number are as follows .. temperature, pressure, density, velocity, area ratio, dynamic pressure, reynolds number, isentropic exponent, and molecular weight ratio . ratios of temperature, pressure, and density across normal shock waves are also charted, and weight-flow rate is plotted as a function of stagnation enthalpy . ",cran
3750,"Problems of Compatibility of Information on Retrieval Systems and Requirements to the Language of an Information Network   The objectives of information network design are stated, analyzing the basic operations carried out in conjunction with system interaction within a network.. The notions of information network and information retrieval system compatibility are discussed.. A sine qua non of network functioning is an integrated retrieval language.. Descriptor languages appear to be most promising for broad-profile document files.. A descriptor language is conceived as a complex comprising a thesaurus for terminology control, classifiers for nomenclature control, and the working dictionaries of the system patrons, which comprise fragments of thesaurus and classifiers plus narrowly specialized terms as conforming to the file and user needs concerned.. Requirements to a thesaurus as the core of an information network language are considered.. ",cisi
1601,"A View of computer Architecture An attempt is made to predict the developments of the next 25 years in the field of computer architecture. Standardized, inexpensive microcomputers on a single chip are predicted. These will be used extensively to provide logical functions for noncomputational devices and incidentally for the design of superscale computers. ",cacm
1437,Vectorcardiographic Diagnosis With The Aid of ALGOL ,cacm
2923,Definite Exponential Integrals B (Algorithm 109) ,cacm
2925,Negative and Zero Subscripts in Fortran II Programming for the IBM 1620 ,cacm
5392,"magnetohydrodynamic free-convection pipe flow . magnetohydrodynamic free-convection pipe flow . it has been shown that transverse magnetic fields of practical strengths exert considerable influence on liquid-metal, free-convection, vertical, flat-plate and parallel-plate flow fields . the extent of influence was determined by the magnitude of a nondimensional parameter a which is the ratio of the hartmann number to the fourth root of the grashof number, and is a measure of the relative influence of the magnetic and buoyant forces . in this note the steady, fully developed, laminar, free-convection flow of a fluid of electrical conductivity through a fully submerged, open-ended, constant-temperature, vertical pipe located in a transverse magnetic field of strength is analyzed in terms of the same parameter . the magnitude of its influence on the velocity and temperature profiles, the surface shear and heat transfer, and the volumetric flow rate is determined . ",cran
642,"An Application of FORMAC A nonlinear circuit analysis problem is stated and the way in which it was solved using FORMAC is indicated. The solution of the problem using FORMAC was notable since several other methods that were tried failed. The problem is straightforward (although untenable by hand) but nevertheless involved an elaborate use of the FORMAC language. The program was fairly large and utilized practically every command. In particular, it made extensive use of the PART command. Several tricks were necessary in order to circumvent some of the shortcomings of the FORMAC system. This paper is more concerned with the use of programming techniques in FORMAC than with the actual engineering problem, although readers may be interested in the problem because it is stated in a general (mathematical) sense and could be of interest in areas other than circuit analysis. ",cacm
6009,"effects of extreme surface cooling on boundary layer transition . effects of extreme surface cooling on boundary layer transition .  an investigation was made to determine the combined effects of surface cooling, pressure gradients, nose blunting, and surface finish on boundary-layer transition . data were obtained for various body shapes at a mach number of 3.12 and reynolds numbers per foot as high as 15x10 .  previous transition studies, with moderate cooling, have shown agreement with the predictions of stability theory . for surface roughnesses ranging from 4 to 1250 microinches the location of transition was unaffected with moderate cooling . with extreme cooling, an adverse effect was observed for each of the parameters investigated . in general, the transition reynolds number decreased with decreasing surface temperature . in particular, the beneficial effects of a favorable pressure gradient obtained with moderate cooling disappear with extreme cooling, and a transition reynolds number lower than that observed on a cone is obtained . further, an increase in the nose bluntness decreased the transition reynolds number under conditions of extreme cooling . ",cran
3549,"Cataloguing in Publication: A New Programme of Pre-Publication Cataloguing in the United States of America, with Comments on some Similar Programmes   The cataloguing in source experiment carried out by the United States Library of Congress ended in 1959.. Studies on the feasibility of a new pre-publication cataloguing programme were undertaken and on 1 July 1971 a new cataloguing in publication programmes were started.. Other programmes for pre-publication cataloguing, namely in Brazil and the Union of Soviet Socialist Republics, are described.. ",cisi
6546,"evoked response in visual disorders .                   1. erg and ver have been recorded from eyelid and lateral occipital  electrodes in response to diffuse stroboscopic stimulation . in 45    normal subjects ver was found to be composed of an early triphasic    potential arising from the occipital region . wave i was present in 67  percent of subjects, wave ii in 97 percent, and wave iii in 100 percent later waves were inconstant and contained components from the vertex  reference . no overall asymmetry in ver from right to left was found in normal subjects, although average asymmetry with smaller side compared  to larger was 19 percent 12.5 . on monocular stimulation the       contralateral ver was regularly larger than the ipsilateral reflecting  predominant retinal representation of the temporal field .         2. a statistically determined criterion of 50 percent depression in  wave ii successfully identifies most patients with hemianopic defects  involving the central 10 percent of visual field on tangent screen    campimetry .                                latency asymmetry of six msec. or more and grossly asymmetrical    aberrant wave forms are seen in some patients with diffuse cerebral   disease and hemianopic defects .                      3. severe or diffuse retinal disease is associated with alteration or loss of erg and ver on stimulation of the involved eye .          4. optic nerve disease is indicated by bilateral loss or suppression  of ver on stimulation of the involved eye . erg is normal .        5. bilateral prechiasmal involvement is associated with complete    suppression of ver . if only waves i and ii are lost, disease is     probably, but not conclusively, demonstrated .               6. involvement of nasal retinal fibres is indicated by reversal of the normal contralateral preponderance of ver on monocular stimulation .   these changes are observed in chiasmal disease .              7. retrogeniculate blindness is associated with loss of early ver and preservation of late response . nonspecific projections are felt to   contribute to the late cortical response to photic stimulation .     ",med
