,text,class
1260,"AlabamaBowling.Com Directory of news, statistics, pro shops, bowling centers, and events for the state. ",Bowling
11486,"Augustana College - Women's Track and Field Viking women's official site. News, schedule, season bests, roster, and coaching staff, and history. ",Track
4508,"Northdale Golf and Tennis Club Ron Garl designed 18-hole, par 72 course in Tampa Bay with memberships available. Rates, scorecard, layout, directions, and pro shop information listed. ",Golf
960,"CBS.Sports.com: Wizards Specialized pages containing team headlines, scores, roster information, injury reports, and fantasy insight. ",Basketball
2362,"A Tour of South-West France The Massif Central, the Lot and Dordogne rivers, Gascony and the PyrÃÂ©nÃÂ©es. ",Cycling
6019,"Central Connecticut State University Women's Lacrosse Blue Devils. Season preview, statistics, training facilities, statistics and news items. ",Lacrosse
3584,Northern California Ultimate League Promoting ultimate-for-fun in the Bay Area and Northern California. ,Flying
2693,"Painted Hills Ranch Standing palomino tobiano, perlino tobiano, buckskin tovero, black tobiano, and dun quarter horse at stud. Includes sales list, photos, and profiles of horses. Offers Doberman Pinscher, Miniature Pinscher, and Toy Fox Terrier puppies for sale. Located in Wheatland. ",Equestrian
3021,"Beaches Sabre Club-NY Location, practice times, fees and contacts for this sabre club in Troy, New York. Also includes photographs and results. ",Fencing
1030,"Central Lanes Bowling Center Covers leagues, events, facilities, history, directions, and map. Located in Hot Springs. ",Bowling
4006,Louisburg College Football Official site of the Hurricanes. ,Football
3798,"D@mit Massachusetts Institute of Technology's women's team. Pictures, team history, team roster, practice schedule and merchandise. ",Flying
9372,"College of Saint Scholastica Men's Soccer Saints. Team picture, roster, game schedule, results and statistics. ",Soccer
673,"CNN/SI - Morehead St. - Men's College Basketball Offers player statistics, game recaps, current league standings, a team roster and an updated schedule for this Ohio Valley Conference program. ",Basketball
2917,"Greymoor Farm Home of United States and Canadian National Champion First Cyte. Stands bay stallion at stud. Includes sales list, photos, and profiles of horses. Located in Elko. ",Equestrian
3036,"Calgary Fencing Club Oldest fencing club in Calgary, Alberta. Offers fencing instruction at all levels and ages. ",Fencing
3788,"Ground Chuck Susquehanna's open team. Practice details, contact information, links, tournament schedule and pictures. ",Flying
7806,"Operation Paintball Offers six different playing fields, Urban, Airball/hyperball, jungle, hill, and bridge field. ",Paintball
12896,"Eastern Mass Youth Ski League Boston area, Bill Koch Club for kids aged 7 to 13. General information, schedule, photos, waxing and equipment information. ",Winter
4448,"Come All Within An unofficial site with news, teams, fixtures, player profiles, polls, and a message board. ",Football
3014,Kingston Fencing Club Contacts and practice times for this Surrey club. ,Fencing
6742,"Tampa Family Martial Arts IOGKF dojo based in Tampa, Florida. Class details, photographs, news and events. ",Martial
13033,"Elements of Suicide Official site includes profile, photos, and schedule. ",Wrestling
6323,"Babson College Athletics: Men's Lacrosse Beavers. Provides news, game schedule, results, coaching staff, player roster and statistics and archive. ",Lacrosse
1625,"CricketNext.com Cricket news, views, interviews, features, and other stories from around the world. Interactive section includes chat, opinion poll, discussion forum and 'ask the experts'. Fast updating live scores. ",Cricket
12712,"Klug, Chris Official site of this professional snowboard racer including schedules, results, titles, goals, activities, and videos. ",Winter
7518,"Paintball Review World Paintball gun reviews and other information about paintball, including safety tips and field building. ",Paintball
1194,"Gold Belt Bowlers Association Information for bowlers in northeastern Ontario including Timmins, Kirkland Lake, Wawa and Kapuskasing. Lists bowling centres and tournament results. ",Bowling
6854,"Aikido Centers of New Jersey USAF affiliated dojos with four New Jersey locations - Morristown, Newton, Clifton, and Brelle. ",Martial
6544,"Pandeka Mihar G Sentak Teaching traditional Indonesian Silek. Includes background of style, gallery and related information. [English/German/Hungarian/Indonesian] ",Martial
13085,Wrestling Information Archive An archive of wrestling information focusing mostly on WWE. Also includes other independent federations as well. ,Wrestling
11931,"Juniata College Women's Volleyball Eagles. Rosters, statistics, pictures, schedule and news. ",Volleyball
10732,"University of San Francisco Men's Tennis Dons. Roster, statistics, news, results, and recruiting information. ",Tennis
11898,"Pennsylvania State University, Altoona Cougars. Includes a picture of the team, a roster, game schedule, results, coaching staff, and news items. ",Volleyball
6127,"Virginia Military Institute Men's Lacrosse Keydets. Player roster, season's outlook, game schedule and results, statistics and awards. ",Lacrosse
3350,Arizona Division Tournament information and contacts for fencing in Arizona. ,Fencing
12999,"About - Ski Arizona Provides details about the four ski areas in Arizona: Arizona Snowbowl, Sunrise, Williams Ski Area and Mt. Lemmon. ",Winter
5416,"The Cup Gymnastics Meet A gymnastics competition to promote unity, education and good will between the clubs and coaches of Region V. ",Gymnastics
9996,"Hope College Women's Softball Flying Dutchmen. Includes a player listing, news articles, statistics, past results, and a season preview. ",Softball
10848,"Florida Southern College Men's Tennis Moccasins. Team roster, schedule, statistics, and records. ",Tennis
318,"Sherman Youth Baseball/Softball Association Located in Sherman, Texas and offers leagues for ages 5 to 16. Includes coaching and registration information, rules, sponsors, calendar, rainout information, standings, and schedules. ",Baseball
385,"University of Maine-Farmington Baseball Beavers - official site with news, schedule, roster and statistics. ",Baseball
5477,"Youth Sports Virginia Training Center Information on recreational and competitive programs, plus birthday parties. ",Gymnastics
10097,"Garner, Connie Homepage of Australia's fitness competitor, champion, model and celebrity. ",Strength
5936,"Martin Brodeur Profile, quotes, transactions, accolades, injuries, records, and game directory. ",Hockey
4069,TerrapinTimes.com The most in-depth source for Maryland news and information. Part of the AllianceSports network. ,Football
7892,"Paintcheck Features search engines for teams, fields, and events. ",Paintball
10781,"Sports Illustrated Tennis Features results, schedules, statistics, and news. ",Tennis
812,"Upper Iowa University Men's Basketball Peacocks. Roster, schedule, coaches, statistics, results. ",Basketball
12658,"Edge 2 Edge Rent or buy from specialist in snowboards, skis, windsurfers, blokarts, mountain bikes, and accessories. ",Winter
1455,"Small Scale Bowling Features a unique 1/2 scale, recreation room style bowling game for the home, with photos and video. ",Bowling
8539,"Blue Ridge Rollergirls All-female, amateur, flat-track roller derby league in Asheville, NC. ",Skating
2641,Fjord Horse email list Features open discussion of the Norwegian Fjord horse. ,Equestrian
12687,Vermont Ski Resorts Guide to ski and snowboarding areas in Vermont. ,Winter
8980,U.S. Figure Skating Bio for Meryl Davis &amp; Charlie White Summary of the team's competitive history; links to articles; facts and figures. ,Skating
9147,"East Midlands and Yorkshire Branch Official AVFC Supporters Club Details of forthcoming matches, tickets and travel arrangements for all games, membership information and social events. ",Soccer
3177,"Birmingham Fencing Club Includes club schedule, tournament and competition information, classes and fees, camps and programs, and coach profiles. ",Fencing
6106,"Indian Hills Boy's LaCrosse Varsity and junior-varsity coverage with pictures, game schedule with results, player roster and season summaries. ",Lacrosse
964,"FIBA Coaching Library The FIBA Online Coaching Library offers animated graphics and videos, FIBA Assist Magazine drills and National Team plays analysis. ",Basketball
12146,learntoswimm.com A non-profit body aiming to promote and support swimming as a skill; based Singapore. ,Water
5643,"HockeysFuture.com: Atlanta Thrashers Site focusing on the top NHL prospects in the Thrashers farm system with articles, rankings, depth chart and links. ",Hockey
569,"Go For It Basketball Skills Camp Day camps located in Ankeny, Iowa offering teamwork, sportsmanship, work ethics, and positive attitudes. ",Basketball
5914,"University of Nebraska - Omaha Men's Ice Hockey The official site of the Mavericks. Includes news, schedule, statistics, roster, history, profiles, and FAQ. ",Hockey
4039,"Llanelli RFC Offers club history, fixtures, results, hospitality and contact details. ",Football
6016,"Colby-Sawyer College Women's Lacrosse Game schedule, player roster and biographies, pictures, news items and current standings. ",Lacrosse
2740,"Eastern States Dressage &amp; Combined Training Association Serves the Mid-Atlantic area, concentrating on education and show activities for dressage and combined training riders. Member services, calendar, and news. ",Equestrian
5444,"Jason Gatson Online Fan site includes photos, results, articles, and related links. ",Gymnastics
7625,"Turtle Creek Swamp Warfare Site features free e-mail, chatroom, and member sign-up. Also a section to post your artwork. ",Paintball
1505,"Heysham Cricket Club Features history, photos, events, fixtures, match report, and message board for the Lancashire based club. ",Cricket
10734,"University of Texas, San Antonio Women's Tennis Roadrunners. Pictures, roster, game schedule, past results, statistics and coaching staff. ",Tennis
9857,"Tennessee State University Official site with roster, schedule, statistics and news for Tiger softball. ",Softball
6876,"UCD Karate Club Located at the University College Dublin. Information, news, events, gallery, history. ",Martial
11365,"Ultimate Track and Field Helpful hints, polls, photos and related links for all types of runners, jumpers and throwers. ",Track
1877,Pakistan-Cricket.com Fan site devoted to cricket in Pakistan. ,Cricket
11120,"Middlebury College - Outdoor Track and Field Panthers outdoor official site. Coaching staff, roster, schedule, school records, and past season information. ",Track
13030,The Miss Kitty Biography and Article Page Fan site includes biography and general information. ,Wrestling
3159,"Roswell Fencing Club Club calendar, history of fencing, instructor resumÃÂ©, location and links from this Roswell club. ",Fencing
10512,"Wright State University Women's Tennis Raiders. News items, roster of players, game schedule, scores, coaching staff and pictures. ",Tennis
9114,"Derby City Football League Fixtures, results, league tables and news. Seniors and youth. ",Soccer
9877,"Bluefield College Softball Official site of the Ramblin' Rams with statistics, pictures, roster, game schedule, and results. ",Softball
1557,"Nashville Cricket Club Cricket Club founded in 2002 for the purpose of promoting cricket in Nashville, Tennessee and its surrounding areas. Contains information about players, scorecards, statistics and club rules. ",Cricket
4305,Port Neches-Groves This site is dedicated to the Port Neches-Groves High School football team. The Indians of PN-G have a rich history of football greatness. ,Football
11194,"University of Massachusetts, Lowell - Men's Track and Field River Hawk men's official site. Schedule, news, roster, outlook, school records, coaching staff, and All-Americans. ",Track
11535,"Ramapo College Awards, schedule, results, team roster and season review; located in Mahwah, New Jersey. ",Volleyball
9398,"FIFA.com: Kyrgyzstan News, general information, and contacts. ",Soccer
9427,"3rd Degree Fanzine. News, rumors, opinions, and observations. ",Soccer
5688,"Auckland University Hockey Club Provides several teams for men and women. Includes news, FAQ, costs, schedules, wallpapers, logos, and related links. ",Hockey
6193,"Stevens Institute of Technology Women's Lacrosse Game schedule, player roster, statistics, related links, club history and contact information. ",Lacrosse
12726,Powder South Heliski Guides Heliskiing in the heart of the Central Andes of Chile. ,Winter
3741,"Brotherhood of Swill Idaho State's men's team. Practice information, contacts and upcoming events. ",Flying
5447,"Western Stars Gymnastics Class information, biographies, links and pictures. ",Gymnastics
8388,"Fresno Clovis Hash House Harriers A social running club for people of all fitness levels in Fresno and Clovis, California. ",Running
3921,"Soft In the Middle and Vici Virgins Lawrence University's men's and women's teams. Includes pictures, a roster, practice schedule, and news items. ",Flying
939,"FanHouse: New Jersey Nets Offers news, schedule, scores, roster and stats. ",Basketball
5217,"Orlando Gymnastics and Cheerleading Recreational to competitive teams, cheerleading and dance programs. About us, class schedule, special activities, calendar. Located in Orlando. ",Gymnastics
12493,"Moravcova, Martina The official site of 2-time 2000 Olympic Games Silver Medallist and the most successful NCAA female swimmer in the modern era with pictures, results, and information. ",Water
12671,"The Professional Ski Patrol Association Educates, tests, and certifies ski patrollers in ski safety, first aid skills, toboggan and ski techniques. Candidates must pass a Certification exam to become members. ",Winter
11245,"National Junior College Athletic Association Division I - Women's Outdoor Track and Field NJCAA Division I women's outdoor official site. News, championship results, event leaders, awards, forms, and links. ",Track
5248,"Ricochets Gymnastics Programs, birthday parties, summer camp, news, photos, online registration. ",Gymnastics
6325,"Loyola College in Maryland Men's Lacrosse Greyhounds. Coach biography, game schedule, contacts and related links. ",Lacrosse
3443,"University of Ulster Fencing Club The Mouseketeers - Fencing at University of Ulster - Coleraine. Times, locations and weapon facts. ",Fencing
6600,Aiki Shuren Dojo Istanbul Provides instruction in Dento Iwama Ryu style Aikido in Istanbul. ,Martial
5373,"Stroup's Gymnastics School Classes, schedule, staff, contact. Located in Jamestown. ",Gymnastics
6143,"Marist College Men's Lacrosse Red Foxes. Player roster, game schedule and results, statistics, coaching staff and news articles. ",Lacrosse
2402,Yahoo! Groups: Critical Mass Message board for Critical Mass issues around the world. ,Cycling
1547,"Car Colston Cricket Club Includes club news, fixtures and team profile for the Nottinghamshire based club. ",Cricket
10431,"Bluewater Tug-of-War Club Located in Dashwood, Ontario, Canada. Includes news, history, results, tournaments, member list, photos, standings, rules, and related links. ",Strength
961,"Herkimer County Community College (SUNY) Women's Basketball Generals [3] - official web site with roster, schedule. ",Basketball
4198,The Cowboys Beat Fan weblog covering Dallas Cowboys news and commentary. ,Football
11401,"University of Findlay - Women's Track and Field Oiler women's outdoor official site. Outlook, schedule, roster, and coaching staff. ",Track
4300,"NBC Sports: Green Bay Packers Team site with game reports, roster, schedule, statistics, player profiles, and news. ",Football
7297,"Jim Beaver Racing Includes a biography, personal information, results, pictures, news, and schedule of races and appearances for professional race driver Jim Beaver. ",Motorsports
1587,"IPL News Provides news, live score card, series schedule, and team information. ",Cricket
13431,"Bret Hitman Hart Official site presents biography, photographs, appearance schedule, and fanmail questions and answers. ",Wrestling
3545,"Trinity College Dublin University's Ultimate Frisbee Club. Club history, news, calendar, forum, gallery, contact information, player biographies and training details. ",Flying
6885,"Aikido of Hilo Dojo in downtown Hilo. Membership and visitor information, photo album, and upcoming events. ",Martial
6887,"Lightning Kicks. Teaches Taekwondo, Hapkido and Kickboxing in Kalamazoo. Includes weight loss program, schedule and contacts. ",Martial
6010,"NDDHS Field Lacrosse Field lacrosse at NDDHS, Chesterville, Ontario, Canada. Schedule, and statistics. ",Lacrosse
6678,"Jack L Morris American Karate Studios A school teaching the Ed Parker system and also providing women's kick boxing classes in Tallahassee, Florida USA. Includes location and contact information. ",Martial
12286,"Buffalo State College Swimming and Diving Official site for the Bengals. Includes rosters, competition calendar and results, coaching staff and related links. ",Water
3015,"All Texas Athletic Center Fencing Club Class information, competition calendar, an introduction to fencing and guide for parents. Based in San Marcos. ",Fencing
5275,"Eastern Michigan University Women's Gymnastics NCAA Division I, Region 4. Eagles quick facts, roster, schedule and results, statistics, releases, coaching staff, archive, prospective student-athletes, and facilities. ",Gymnastics
10751,"Hamilton College Men's Tennis Continentals. Photographs, news items, statistics, roster, coaching staff profile and current standings. ",Tennis
7693,"Tiburon Team from Boca Raton offers photos, roster, equipment and links. ",Paintball
3904,"Flip City Disc Golf Park Disc golf course located in western Michigan. Featuring rolling hills, interesting pin placements, and Mach 5 baskets. ",Flying
8796,"Dearborn Figure Skating Club Crystallettes synchronized skating teams of Dearborn, Michigan. Includes photos and contact information. ",Skating
6859,"Drexel University Ki No Kawa Aikido Club Ki No Kawa syle college club located at Drexel University in Philadelphia. Provides information on the history of the style, upcoming events, and testing requirements. ",Martial
3400,Federal Territory Amateur Fencing Association Committee leader listing and contacts as well as competition schedule and results for this Malaysian state. ,Fencing
12503,"SkiTops An organization of twenty-five ski operators in the U.S. and Canada. Contact information, searchable package database, and sample packages for each. ",Winter
5505,"East Stroudsburg University Field Hockey Warriors. Contains news items, related links, recruiting, records, profiles of the players, and pictures. ",Hockey
6267,"University of Denver Women's Lacrosse Game schedule, player roster and statistics, season preview, coaching staff and past results. ",Lacrosse
1655,"Stanford Cricket Club Stanford Cricket Club is the official Cricket Club of Stanford University and is registered with Northern California Cricket Association. Contains information about members, statistics and event. Located in San Jose, California. ",Cricket
2943,"Canter Magazine A quarterly equestrian publication dedicated to the lifestyle, history, art, literature, and culture of horses. Includes subscription information and writer's guidelines. United States. ",Equestrian
7626,"Wayne Dollack 24 Hour Scenario Games Provider of events in United States and Canada publishes schedule, rules, and contact information. ",Paintball
7173,"Hoffman Motorports Features the Nitmare truck and Nitecrawler tank, with truck information, news, photo gallery, video, driver biography, schedule, history, and merchandise. ",Motorsports
6790,"American Kenpo Consulting Utilizing Paul Mills AKKI system for the curriculum and offering self protection courses. Also offer AKClothing, designs and equipment. Located in Houston, Texas, USA. ",Martial
9530,"Lambuth University Softball The official site of the Eagles with press releases, scores, statistics, roster of players, game schedule and awards. ",Softball
4351,"RealRamsFans.com A thriving web community of St. Louis Ram fanatics, featuring forums and other unique, interactive site features. ",Football
13339,The official website of NWF wrestler Jesse Hyde The official website of Cincinnati wrestler Jesse Hyde. Personal information and where you can see him in action along with the results of his previous matches. ,Wrestling
6597,"United States Ju-Jitsu Federation Membership details, general information, schedule of events, news, club directory and competitions. Features merchandise, biographies, image archives, links, message board and search. ",Martial
5519,"The History of Manchester Ice Hockey The history of the Manchester Storm, and the teams that have played in Manchester as long ago as 1910. ",Hockey
9352,"FCSC Thunder U12 girls travel soccer team representing the Fauquier County Soccer Club (FCSC). Includes news, history, photos, sponsors, and related links. ",Soccer
9986,"Catawba College Women's Softball Indians. Press releases, photographs, statistics, roster and a game calendar. ",Softball
3336,"University of Prince Edward Island Fencing Club Includes club history, events, mailing list, links to other fencing sites. ",Fencing
3006,"Birmingham International Fencing Tournament Entry forms, details, and competition results (1998 - present) for this event. ",Fencing
7561,"Paintball Slaughvvs News, events, and contacts. ",Paintball
990,"Excite Sports: DePaul News, scores, standings, calendar, and schedule. ",Basketball
3107,"Tyshler Fencing School Location, cost, coach biographies, and downloadable fencing lessons; operating in multiple locations in South Africa. ",Fencing
3521,"Illegal Smile Vancouver, Canada open team. Upcoming events, pictures, player roster and biographies, tournament cheers and contact information. ",Flying
8283,"Speed Endurance Coaching Science-based training program tailor made for you, emphasizing your running goals. ",Running
11942,"SOB Volleyball Vacations Organizing travel packages and tournaments in Ixtapa, Mexico. ",Volleyball
4143,"North Carolina Wesleyan Athletics Official site, with news, statistics, photos, roster, conference standings, media guides, and coaching staff. ",Football
11085,"University of Georgia - Track and Field Bulldogs official site. News, schedule, results, season bests, roster, coaching staff, history, school records, and links. ",Track
11804,"Wayne State College Roster, schedule, results, outlook, and records for this Nebraska team. ",Volleyball
3726,"The Bus Worcester Polytechnic Institute's open team. Pictures, merchandise and practice information. ",Flying
2344,"Texas Mountain Biking A collection of detailed trail descriptions and maps, along with pictures and stories from the trails of Texas. Texas state laws for biking included. ",Cycling
4458,"Sheboygan Area Rugby Football Club Offers fixtures and results, special events, club officers and practice information. ",Football
11012,"Salve Regina University - Women Seahawk women's coaching staff, roster, schedule, and history. ",Track
12567,"Skischool for children.At Kronplatz, Italy This is one of the biggest children ski schools in the alps, with whole day skiing programs, a children restaurant and many different ski theme parks. ",Winter
12111,"Flag Beach Windsurfing Centre Offers windsurfing, kitesurfing, surfing, boogie boarding on the Canary Island of Fuerteventura. Provides accommodation and car hire. ",Water
12483,University of Delaware Women Latest news and information of the University of Delaware women's rowing team. ,Water
4648,"Threefooter.com Instruction and tips on equipment, playing and rules plus cartoons and a light-hearted rant. ",Golf
10610,St Peter's Grand Slam Tennis Camp A junior and adult tennis camp for all ages and levels in Southern Maine. ,Tennis
10977,"Spanish Mosquito: Juan Carlos Ferrero Fan site with information, profile, photographs, news, and statistics. ",Tennis
3109,"Fencingclub.com Lists clubs, organizations and suppliers. ",Fencing
12479,Ron Jon Surf School Offering private and group lessons as well as a kids summer camp. ,Water
12813,"SoYouWanna Learn the fundamentals of snowboarding from this full-length article. Topics include learning the basics, getting equipment, finding a mountain, and taking lessons. ",Winter
9127,"Soccernet.com: Dunfermline Athletic News, results, fixtures, squad details, and statistics. ",Soccer
13375,"Michigan State University Roster, schedule and results on the Spartans wrestling team. ",Wrestling
2136,Loughshore Trail Cycle route which encircles Lough Neagh and which is part of the National Cycle Network. The site gives information on the route including visitor attractions and accommodation information. ,Cycling
1295,"Nepomuceno, Paeng Web site for the six-time world champion. From the Philippines, ""Peng"" was named the International Bowler of the Millennium, by the World FIQ. ",Bowling
9511,"Toledo Rockets Softball Official site with news, schedule, roster and statistics. ",Softball
11620,"Memphis Metro JVC Memphis Metro JVC teaches players how to become the best players possible, while also promoting good sportsmanship. ",Volleyball
861,"Yahoo Sports: Murray State Features schedules, news, latest scores, and conference standings. ",Basketball
10372,"Nova Scotia Armwrestling Results, tournaments, training sessions, rules. ",Strength
2528,"Monnington Morgans Farm history, breed profile, photographs, stud services, Saddlebred history, driving information, and sales list. Monnington-on-Wye, Hereford, England. ",Equestrian
9125,"Gedling Southbank FC Results, fixtures, statistics, links and contacts. ",Soccer
9273,"FIFA.com: Gambia News, general information, and contacts. ",Soccer
8647,"All Year Figure Skating Club Offers club news, schedules, results, history, and membership form. Located in Culver City, California. ",Skating
866,"Wisconsin-Milwaukee Men's Basketball The Panthers' official site with news items, scores, statistics, roster, pictures and results. ",Basketball
7451,Nello Pagani Dedicated to the world champion Nello Pagani. With links to modelling and related sites. [Offered in English and Italian]. ,Motorsports
9265,"FilGoal Football English, French and Arabic portal covering Egyptian, European, Saudi and Turkish football, plus the UEFA Champions League, FIFA World Cup, news, results, and schedules. ",Soccer
9025,"Paradise Soccer Soccer camps located in Plum borough, a suburb on Pittsburgh, PA, where kids come to learn and have fun with soccer. ",Soccer
6102,"Sam Houston State Lacrosse Includes news, roster, schedule, and photos for this men's club team. ",Lacrosse
10567,"Edgewood College Women's Tennis Eagles. Roster of players, photographs, news items, coaching staff, recruiting and scores. ",Tennis
9897,"Carlow University Softball Official site of the Celtics with upcoming game schedule, past results and statistics. ",Softball
8466,"Monmouth University Men's Cross Country Hawks. Contains news items, roster, pictures, race results, and a schedule. ",Running
1993,"Civil Service Cricket Club News, fixtures, history and photographs. ",Cricket
5628,Columbus Blue Jackets News - Topix News on the Columbus Blue Jackets continually updated from thousands of sources around the net. ,Hockey
13182,"TRH's Wrestling Fan site includes commentary, images, and profiles. ",Wrestling
9847,"Lenoir-Rhyne College Women's Softball Bears. Current standings, roster, statistics, results and a schedule. ",Softball
3011,"University of Sussex Fencing Club Practise times and location, with fixtures, results and photographs. Also includes contact information for all of the other clubs in the county. ",Fencing
2555,"Washington Ladies Riding Club Association An all female western team participates in the annual drill team competition in Parade, Compulsory, Short Program, Quads and Freestyle. Membership qualifications for horse and rider, schedule of events and competitions, photo album, awards, sponsors, and visitor information. Based at Still Water Stables on the Enumclaw plateau of Washington. ",Equestrian
7901,"Whistler Paintball Adventures Located 5 minutes north of Whistler Village. Includes FAQs, photo gallery, and contact information. ",Paintball
6800,"Touchgloves Based in Penzance and Helston, this club specializes in muay thai and kickboxing. Gallery and discussion forum provided. ",Martial
1652,"North Dakota State Cricket Club Cricket Club associated with North Dakota State University located in Fargo. Contains information about history, events, pictures and contact information. ",Cricket
154,"Wiffle Ball 2000 Listing of teams, players, standings, schedule and contacts. ",Baseball
8444,"Eastern Mennonite University Cross Country Royals. Pictures, race schedule, results, roster and a recruiting form. ",Running
704,"LeMoyne College Women's Basketball Dolphins - official web site with news, schedule, roster, statistics. ",Basketball
1560,CricFever A discussion forum featuring videos and blogs ,Cricket
4148,"Mellesmoen CFL Page Offering statistics and schedule, links and gridiron graveyard section. ",Football
7614,Pev's Paintball Pro-Shop and Games Located in Rippon Landing. ,Paintball
11639,"Oakland University Includes a seasonal outlook, archived stories, past results, statistics, scores, and a schedule. ",Volleyball
5509,"Camberwell Hockey Club Based in eastern suburbs Melbourne, Victoria, fielding teams in men's, women's and junior's competitions. Teams, fixtures, results, history and social events. ",Hockey
1209,Laurentian Lanes Family Bowling Centers around Ontario and Quebec. ,Bowling
3592,"Jinx North Carolina State's men's team. Pictures, upcoming events, season summary, related links and practice details. ",Flying
10217,"Gripboard Largest online grip forum. Videos, pictures, articles, contests. ",Strength
6904,"Hwa-Yu T'ai-Chi Ch'uan About the style, principles, and summer camp programs. Located in Bradenton, Florida. ",Martial
7278,"Briarcliff Mx, LLC A facility catering for motocross and supercross. Located 15 minutes East of Newark, Ohio. ",Motorsports
1750,Sightscreen News and updates from the world of cricket. ,Cricket
6734,"Ultimate Martial Arts Offering classes in Emporia. Includes photos, prices, and general information about the style. ",Martial
6985,"Choong-Hyo Mission Taekwondo School Taeaches WTF-style in Koreatown, Los Angeles. School information, gallery and links. ",Martial
10440,"Chandler, Tina Her official site with biography and gallery. ",Strength
13451,New Zealand Championship Wrestling NCW - Event dates and newsletter. ,Wrestling
6701,"Okolona Aikido USAF East affiliate dojo located in Louisville, KY. Chief instructor is John Kilpatric. ",Martial
5262,"Excalibur Gymnastics Parent newsletter, competitive teams, recreational programs, birthday parties, scholarship winners, employment. Located in Virginia Beach. ",Gymnastics
8021,"University of Maryland Eastern Shore Cross Country Hawks. Pictures, player profiles, scores, statistics and coaching staff. ",Running
8407,"C.W. Post Cross Country Pioneers. Race results, calendar of upcoming competitions, rosters, statistics and coaching staff. ",Running
9919,"Seton Hill University Softball Official site of the Griffins with roster, schedule and news. ",Softball
7068,"Beech Bend Entertainment complex located in Bowling Green features a 1/3 mile asphalt oval track, drag strip and campground. Classes raced are Late Models, Sportsman, Super Streets, Figure 8, Streets and Beech Bend Front Runners. ",Motorsports
7318,"The Double Five Kent Motor Club History of the organization, events, races results and contact details. ",Motorsports
7596,"Air Assault Team offers annotated and illustrated roster, summaries and lists of past events, and links. ",Paintball
13296,"Huskerland Wrestling Nebraska's largest youth wrestling club. Includes links, newsletter and a large database of amateur wrestling teams. ",Wrestling
10327,"Robinson, Eddie Includes biography, contest history and a members area. ",Strength
2398,"Wheelhouse Detroit Bicycle rental and service shop in downtown Detroit, located at Rivard Plaza on the Detroit RiverWalk. ",Cycling
305,"National Lione Little League Stamford. Contains the mission statement, supporters, photographs, a message from the president, and information geared towards parents. ",Baseball
4113,"Saint Francis University Football Red Flash. Pictures, scores, roster, game schedule, coaching staff and past results. ",Football
6971,"Your Best Defense A multi style school with several location in Ohio. Contains instructor profile, photo gallery, and school information. ",Martial
5073,"University of Wisconsin - Eau Claire NCAA Division III, region 2. ",Gymnastics
11068,"Tri-State University - Track and Field Thunder roster, schedule, results and coaching staff. ",Track
6132,"Minnesota Swarm Official team site with news, schedule, player profiles, video clips, and message board. ",Lacrosse
9692,"Empire Eight Athletic Conference Women's Softball Official site with news items, game schedule, quick facts and current standings. ",Softball
8313,"Princeton Hash House Harriers The drinking club with a running problem. Hashing in and around Princeton, NJ. ",Running
3084,"Scarborough Fencing Club Club information, news, results, registration information. ",Fencing
7822,"Play Paintball Colorado Features statewide database of fields, shops, teams along with an event calendar and forums for players from Colorado. ",Paintball
12530,"Chilean Andean Snow Adventures Eight to fifteen day guided skiing and snowboarding tours of Chile and Argentina, running July through September. [requires Shockwave plugin] ",Winter
11069,"Southern Conference - Men's Indoor Track and Field Official site includes news, championship information, and composite schedule. ",Track
4652,"Connemara Golf Links Located near Clifden, County Galway and featuring 27 holes of golf. Includes club history, green fees and directions. ",Golf
10403,"The Pumping Station Bodybuilding routines, nutrition, supplements and steroid information. Offers articles, workout tips and bodybuilding links. ",Strength
4227,"Spain - Oriol Ripol Winger; offers biography, news, gallery, and videos. ",Football
9580,"Grove City College Women's Softball Wolverines. Contains summaries, past season coverage, results, statistics, listing of players, and coaching staff. ",Softball
12346,"GoKayaking.com Community devoted to enthusiasts features news, free classifieds, discussion forums, manufacturers, tours, schools and clubs. ",Water
1290,"Werribee Superbowl [Werribee, Victoria] Ten-pin bowling venue which offers junior leagues, birthday parties, moonlight bowling, and tournaments. ",Bowling
4565,Ely City Golf Course Located in Cambridgeshire in the shadow of historic Ely Cathedral. ,Golf
1064,"Complete Bowling Index Product listings, reviews, tournaments, leagues, links, centers worldwide, news, biographies, and industry listings. ",Bowling
10449,"United States ArmSports News, history, tournaments, results, photos, rules. ",Strength
5131,"Ace Gymnastics, Inc. Girls team, boys team, mom and me. Located in Ipswich. ",Gymnastics
12932,"Sibenah Siberian Huskies /Sled-dogs Loving, Importing and Selectively Breeding and Racing in Canberra, Australia. ",Winter
3769,"Ultimate Frisbee of Saigon (UFOS) Information on pick-up games, tournaments and the ultimate frisbee scene in Saigon. Ho Chi Minh City, Vietnam. ",Flying
6365,"Lasell College Women's Lacrosse Lasers. Coaching profile, news articles, season preview, player roster and game roster. ",Lacrosse
9412,"Asian Games XIII Football Competition, Bangkok 1998 An unofficial site with teams, grounds, top goal scorers, fixtures, and results. ",Soccer
5280,"Anchorage Gymnastics Association All about gymnastics in the Anchorage area, including clubs and programs. ",Gymnastics
3174,"Salisbury Fencing Club Location, practice times, contacts, news and information. ",Fencing
8167,"Gonzaga University Cross Country Bulldogs. News items, rosters, pictures, race schedule, past results and an almanac. ",Running
