,text,class
8310,"Meta Enterprise. Provides consultant services, products and tools, solutions and advisory for enterprise network, internet and computer security. ",Security
3963,"HP Learning Center Instructor-led courses from Hewlett-Packard, including Microsoft Excel, PowerPoint and Word, data security and protection, Adobe Photoshop, and network storage. ",Education
8160,"IT World: Security Security news, newsletters, white papers, and webcasts selected by expert guides for enterprise IT professionals. ",Security
1147,"Wikipedia: Yahoo! Encyclopedia article about the internet services company, including history, products and services, and criticism and controversies. ",Companies
4967,101 Inks Features compatible and remanufactured ink and toner cartridges for name brand printers and fax machines. ,Hardware
9366,"The Macintosh Guild Sunnyvale, CA. Mailing list, downloadable freeware and shareware, links, articles, and information available to Lockheed Martin employees. ",Systems
4109,"Virtual Forest Web Design Free linkware background sets, and Java splash pages. ",Graphics
7474,"Mainframe Programming The mainframe continues to grow and transform itself while maintaining its reliability, security and speed. ",Programming
1448,Enigma Software Specializes in custom software development. Has developed SurveyWerks surveying software and Assessment-Central staffing software. ,Companies
9160,CRASH The history of CRASH ZX Spectrum magazine - includes the legendary Jetman comic stip and information on what the staff are doing now. ,Systems
2859,"XML For Dummies A basic overview of XML, its capabilities, syntax, and technologies, step-by-step methods for designing, building, and using XML's extensible features. Includes CD-ROM. ",Data
2246,"Atlantic Quality Design, Inc. Product design services especially for small companies on a budget. ",Consultants
8602,"Database Technology, Inc Offers consulting, programming, training, and sales of integrated systems running on MultiValue/Pick databases. Located in Kingston, Oklahoma, USA. ",Software
391,UMBC Agent Web - Conferences and Workshop List of upcoming conferences and workshops related to Agent Research ,Artificial
3345,"Clark, James Author of XSLT Working Draft, expat SGML/XML C++ parser, and XP/XT Java classes for XML/XSL parsing ",Data
9316,"Raytheon, Hughes, Boeing Macintosh User Group El Segundo. News and contact information. ",Systems
6785,"Play Audio player with support for many different file formats, last.fm, replay gain, and metadata editing. Site includes downloads, screenshots, and developer information. [Mac] ",Open
1032,"ESN Technologies An ISO 9001 CERTIFIED Software services firm specializing in Wireless, embedded systems design and development. Low-cost BSPs, drivers, and systems that can be quickly developed to your specification. ",Companies
4062,Obi's Wolf Adoptions Wolves and wolf-like animals. ,Graphics
7920,"Bric Engeneered Systems Automation equipment, including gantry robots, paint robots, degating robots, pick and place robots, robotic workcells and mobile robots. ",Robotics
5130,"RFC 2404 The Use of HMAC-SHA-1-96 within ESP and AH. C. Madson, R. Glenn. November 1998. ",Internet
1796,"University of Massachusetts, Amherst Computer Science Department Department news, events, and awards, faculty, staff, grad students home pages, class and program descriptions, 20+ research groups and labs, papers, Pioneer Valley area information and links. ",Computer
7221,"SwingWiki Collection of tips, tricks and howtos for J2SE Swing programming. ",Programming
5964,"BlueVoices Offers ringtones for Nokia, Siemens, Sonyericcson, Samsung and Alcatel mobile phones. ",Mobile
9215,"ShiftHack Regain control of Shift. Eliminates PalmPilot auto-capitalization, and maintains your chosen shift-state between applications. By Neal Bridges. [Shareware] ",Systems
1786,"Grammars and Parsing Description of several types of formal grammars for natural language processing, parse trees, and a number of parsing methods. ",Computer
8232,"Endian A Linux based security distribution with web based management, stateful packet inspection, proxies, anti-virus, anti-spam, content filtering and VPN. ",Security
674,"Pilot3D A relational trimmed NURB curve and surface 3D modeling program, useful for boat hulls and other applications. ",CAD
9095,"GAS 13's Gallery Gallery of Spectrum graphics produced by Gas 13 since 1997, including previously unreleased works. ",Systems
3104,"EXFO Designer and manufacturer of fiber-optic test, measurement, monitoring and automation solutions for the global telecommunications industry. ",Data
1181,"OnSpec Electronic, Inc. Design and development of ASICs for USB and firewire flash readers. ",Companies
3399,"Systems Manufacturing Corporation SMC is a manufacturer of telecom racks, server storage cabinets, command center consoles. ",Data
7839,"OPUS the MicroMouse Technical drawings, photographs, subsystems breakdowns, and pictures from a recent competition. ",Robotics
1258,Meta-CASE MetaEdit+ allows one to define and maintain a product-specific modelling language and offers full CASE support for it. One can model applications using domain-concepts and generate code from these high-level models. ,Companies
7044,"Clusfind Complete code of six stand-alone Fortran programs for cluster analysis, described and illustrated in L. Kaufman and P.J. Rousseeuw (1990), ""Finding Groups in Data: an Introduction to Cluster Analysis"", Wiley. ",Programming
8398,"Cybersafe Ltd Provides products for database security, web security, and security infrastructure based on the Kerberos protocol, and also provides Kerberos consulting and support. ",Security
2574,Effnet AB Maker of high-speed routers and firewalls. ,Data
4022,"Hidden Power of Photoshop Elements User guide includes downloadable add-on tools, a newsletter, weblog and forums. ",Graphics
1795,"Computer Graphics at the University of California Berkeley Provides information on projects and courses related to multimedia, human computer interaction and computer graphics. ",Computer
6527,"TORCS - The Open Racing Car Simulator 3D racing simulator using OpenGL technologies, derived from RARS. Players can develop their own driver using C or C++. (C++) [Linux, FreeBSD, Windows] [GPL2] ",Open
4234,"BarbsPics.com Personal reviews and screenshots of 100s of sites featuring clipart, photos, pictures, animated gifs and web graphics. ",Graphics
7483,Ada code examples Samples for Ada 95. ,Programming
8571,Gracenote The CD Data Base (formerly CDDB). Enabled CD players can query for playlists. ,Software
7570,"Triangle Amateur Robotics TAR is based in Raleigh, North Carolina, United States. Originally a homebrew computer club founded in 1975, the group was renamed to TAR in 1987. TAR holds monthly meetings and an annual contest. ",Robotics
4122,"Kelsey's Graphics Expressions Primarily Victorian, but also other old fashioned images. Also offering a collection buttons, bars and bullets. ",Graphics
1381,"Ur I.T. Mate Computer and internet support site providing support for all types of issues, along with components like ocx files for programmers and free software. ",Companies
5,Natural Language FAQs Selected FAQ lists from Usenet groups related to natural language processing. ,Artificial
7782,Razor Robotics A website dedicated to providing educational resource for those wanting to learn more about Robotics. ,Robotics
1427,Async Associates Offers support for Citrix and Microsoft products from certified engineers 24 hours a day. ,Companies
3644,PrepLogic Makers of practice tests for certification exams. Offers free demo downloads. ,Education
7157,"Is the Quality of Numerical Subroutine Code Improving? Paper by Tim Hopkins, which can be downloaded in PostScript format. ",Programming
2169,Jon Pearson and Associates Excel and Access database development for small business purposes. ,Consultants
884,"CadStd A drafting program for Windows, with a free lite version. ",CAD
827,LUnIx CAD/3D Shrine A directory of CAD related links for Linux users. ,CAD
3313,Prairie Systems Interactive IVR and broadcast system. ,Data
5708,"Technical Documentation WapForum specifications, in PDF format, for WAP. ",Mobile
537,"Trix DrawingCenter View, markup, measure, print and automatically compare drawing files in DWG, DXF, DWF, and HPGL and PDF formats. ",CAD
3031,TestUmDistributor Authorized distributor of all Test-Um products and accessories. ,Data
6373,"Squelch Multimedia Providers of web design, streaming media and custom graphics. ",Multimedia
5409,"Web Graphics Consulting Offering design, hosting, consulting, and programming services. ",Internet
1215,Percana Technologies Specializes in integrating Microsoft technologies in the Life and Pensions Industry. ,Companies
3688,Zyarts.com Private web site design and basic computing lessons conducted in London. ,Education
5740,"Bulletin Online Web tools and programs, broadcast text messaging worldwide, plus subscription based email to SMS. ",Mobile
2558,SS8 Networks IP signaling software for carriers ,Data
8223,"VUPEN Security Provides security advisories and real-time information about vulnerabilities, exploits, and threats. Also provides vulnerability management and pentesting solutions. ",Security
3019,Zvon - Mozilla (XUL) tutorial The title is somewhat misleading. All of the examples in this lengthy tutorial are XUL. ,Data
4320,"PopPop's Smiley Collection A library of sorts, containing over 1700 Smiley related images, backgrounds and dividers. ",Graphics
5997,Mobfreaks Provides free wallpapers and ringtones for mobile phones. ,Mobile
331,Foundations of Intelligent Physical Agents (FIPA) Information on FIPA standards for interoperability among software agent platforms ,Artificial
2022,"NEOS LLC Provides enterprise consulting services with practice areas that include data management and architecture, application design and modernization, and enterprise strategy. ",Consultants
301,"Olshausen, Bruno Visual coding, statistics of images, independent components analysis. ",Artificial
2102,"Southern Network Services Enterprise network company specializing in providing computer and telecommunications solutions. Based in Birmingham, AL. ",Consultants
5487,"Uniis Offers name registration, including the .US domain. ",Internet
9289,"SuperCard Resource Large site offering news and information about SuperCard, including file archives and links to other related sites. ",Systems
6773,"CvsGraph A utility for generation of graphical representation of revisions and branches from a CVS/RCS repository. (C) [GNU/Linux, Unix] ",Open
7940,Robotics Links David Cary's list of robotics websites and resources. ,Robotics
4364,"My Own Little World Dolls for adoption in several categories, body bases, blinkies, pixel art, and original drawings. ",Graphics
8221,PPTP_GUI Home A graphical user interface to the pptp-client software for Linux and BSD. ,Security
5503,"Aydin Nokia Provides wallpapers, animations, games, applications, and temes for Nokia phones. ",Mobile
1275,MSI (Micro Star) Computer Support Online service support and useful tools for MSI products. ,Companies
3135,Inet Technologies Creates a one-stop source for all your network management and diagnostic needs. ,Data
5056,"Northern Storm Design Ltd Design, Flash, JavaScript, Perl, PHP, e-commerce, database development, and hosting. Based in the Midlands, United Kingdom. ",Internet
9440,"5ubox.com Provider of free iPhone wallpaper, ringtones, themes and backgrounds. ",Systems
7757,"Seattle Robotics Society Founded in 1982, the SRS is one of the oldest and largest robotics groups in the world. Membership is open to everyone. The group holds monthly meetings and several competitions. Encoder online newsletter. ",Robotics
8759,"Timeless Technologies Association and non-profit club management, sports league scheduling and administration, and consulting services. ",Software
8195,Sonda (RU) Afis system ,Security
85,"Uratek Artificial Vision Components Applications of Uratek artificial vision components, like eye tracking, smoke detection, biometrics identification, complex objects recognition and camera motion calculation. ",Artificial
5267,"Opal Infotech Provides web design and development, search engine optimization and multimedia services. Based in Gujarat, India. ",Internet
8875,"dbfUtils Full-featured utility for viewing, editing, modifying, converting and exporting DBF-format databases (Clipper-ntx, FoxPro-cdx, HiPer-SIx-nsx and dBase III). Product includes a DataDictionary, Hex Viewer and Report Generator. ",Software
4053,"Mike's Sketchpad Graphics tutorials for print media and the web. Undocumented commands and techniques for Adobe Photoshop, Illustrator, CorelDRAW, Freehand, Paint Shop Pro and QuarkXPress. ",Graphics
133,"Prediction with neural network Tutorial that includes Java applet for online experiments with prediction of a function, including training set generation and error observation. ",Artificial
432,Genesis A platform for simulating complex neural systems. ,Artificial
7628,"ST Robotics Features an overview of articulated, cylindrical and Cartesian robots made by this firm as well as controls, software and applications. ",Robotics
7935,DENSO Robotics Features this manufacturer of small assembly robots of both SCARA and articulated architecture. ,Robotics
3696,ACE Questions Provides practice exams for the Adobe Certified Expert credential. ,Education
6633,"FLOSS Manuals In an attempt to provide free documentation for free software, this wiki lets anyone read, write, remix articles or textbooks on any open source application and download them in PDF format. ",Open
8368,"The comp.security.pgp FAQ Answers many, if not all, questions about the popular Pretty Good Privacy encryption/authentication program. ",Security
1401,"SSI Embedded Systems Programming Contract software development company specializing in development of real-time communications, networking, and PC products. ",Companies
5719,Chiral Software Inc. Creates Mobile Web Module to convert existing web service to WAP service. ,Mobile
4462,"AJS Graphics A web designers resource for free buttons, animated gifs and tutorials. ",Graphics
7714,"Tentacle Combat Robotics Photos from several events, information for builders and bot specifications, including Silverback, Poo-flinger and Death By Monkeys, make up this multi-teamed site. ",Robotics
2136,"Tridium Home Page Framework, software, and services company helping users of embedded devices to harness the power of the Internet and the latest technologies. ",Consultants
6372,Design Media Lab Florida based flash and web developers offering affordable interactive development of attractive product presentations. ,Multimedia
6606,"User Friendly the Comic Strip Amusing strip following the antics of Columbia Internet and its employees. Frequently touches on Open Source, Linux, hacker culture, and holy wars. ",Open
6660,Gnotepad+ An HTML/text editor using GTK+ and/or GNOME. ,Open
513,Think3 Produces mechanical CAD software for conceptual design through engineering to manufacturing for products in many industries. ,CAD
1411,I2C Tools Tools to allow your pc to send i2c messages and program eeproms ,Companies
3687,"Novatech Solutions Training includes certification in information security, telecommunications, telemedicine, Cisco, Unix, A+/INet+, Novell, and Microsoft MCSE2000. ",Education
2067,"n + 1, Inc Provides support, administration, and integration for Linux and Open Source products. Louisville, Kentucky. ",Consultants
8175,"TAC Forensics Provides forensic examinations of computers, mobile phones and PDAs to attorneys, private investigators,business, government, law enforcement. ",Security
8961,blogbot lite RSS/Atom news and weblog application integrated with Internet Explorer in a sidebar. ,Software
6254,Beachstone Designs statistical analysis Flash maps. ,Multimedia
396,"ECCV '02 Seventh European Conference on Computer Vision. Copenhagen, Denmark; 27 May -- 2 June 2002. ",Artificial
960,AutoTrace Platform independent program for converting bitmap to vector graphics distributed under GPL. ,CAD
2500,"Search Engine Optimization Promotion Information on the more common Meta Tags, to help achieve top search engine ranking. ",Data
5461,"Viewit Provides web design, hosting, and e-commerce solutions for business and individuals. ",Internet
9239,"Owen Ink: Apple Confidential Book about Apple history. Author also has links to columns of his, including a historical series from 1998 ",Systems
2967,"The Web3D Consortium Creators of the VRML (VRML1, VRML97 and now X3D, previously called VRML200x) open standards. ",Data
9395,"ChessGenius for Palm Chess for the Palm, uses 1987 Mephisto Roma world champion chess engine. Three board sizes, 40 levels with ten ""easy levels"", hints, displays analysis and move record. ",Systems
5002,SNMP Link.org Reference site on all aspects of SNMP and Network Management. Many links to related sites. ,Internet
2634,Telescience Singapore-based distributor for datacom and telecom equipment. ,Data
663,EasyDWG A batch AutoCAD drawings converter that converts DWG/DXF files to raster images without the need of AutoCAD. ,CAD
173,BUGS - Bayesian inference Using Gibbs Sampling Bayesian analysis of complex statistical models using Markov chain Monte Carlo (MCMC) methods. ,Artificial
2088,"Wohl Services, LLC Information on services for manufacturers, distributors, retail and data collection. Software development, web development and design. Located in Oklahoma City. ",Consultants
1901,"Case, John University of Delaware. ",Computer
3701,Spark National Technical Training Spark National Technical Training is a supplier of Novell partner led training courses in Ontario. ,Education
5231,Happy Any Day A collection of unique anytime ecards. ,Internet
6469,Dubbeldam Software Creates software which make use of signal processing in order to help guitar players with a guitar tuner and chord finder. ,Multimedia
2547,"Introduction to XUL A short introduction to Mozilla's front-end architecture, concentrating on the task of building UIs. ",Data
123,University of Southern California - Robotics Research Laboratory Research and publications related to robotics. ,Artificial
7252,"Personal REXX An implementation of the REXX language for OS/2, Windows and DOS. From Quercus Systems. ",Programming
3676,About.com - Project Management Certification Links and books on PMP certification. Includes links on other project management resources. ,Education
3032,VMLmaker A driver designed to produce VML format files from a wide variety of Windows applications. ,Data
608,"Survey, Cogo and Drafting Surveying, coordinate geometry, digital terrain modelling, and drafting applications for Intellicad and AutoCAD, as well as free autolisp routines. ",CAD
4928,Mona Industries Printer specialist that sells supplies and accessories for MICR devices. ,Hardware
1288,"Brown Software Custom application design, database, networking and hardware support. Also offers web design and hosting. ",Companies
5319,"Blue Ridge Media Provides web design and search engine submissions. Based in Blowing Rock, North Carolina. ",Internet
2911,"WDVL: XML Includes XML vs. HTML, introductory material, Key references, major sites, and software guide. ",Data
2841,"DXF to OpenGL This program reads a 3D graphics image file, in the DXF data format, and displays it using OpenGL. ",Data
5422,DaFirm Studio Offers design and hosting services. ,Internet
4261,Viet Unicode Vietnamese font library in Unicode format with over 200 fonts. ,Graphics
1393,Kernelworks A provider of consulting services and software solutions for real-time embedded systems. Specializes in Wind River Systems products including vxWorks and the Tornado development environment. ,Companies
8346,Privacy Guard Truly remove all traces of Internet and system activity. ,Security
5939,Wasis Provides the Cellular Network Operator a management environment for controlling all services and content in real-time. ,Mobile
1904,"Association for Computing Machinery International scientific and educational organization dedicated to advancing the arts, sciences, and applications of information technology. ",Computer
1608,Journal of Computer and System Sciences A bimonthly journal covering computer and system sciences and their underlying mathematical theory. ,Computer
8264,"Applicure Technologies TotalShield Provides web server modules that combine targeted intrusion prevention, and web application firewall technologies. ",Security
5018,gTLD.com Provides information about the new generic Top Level Domains (gTLDs). ,Internet
6149,CPS Real-time graphical programming environment for core opcodes and extended objects based on the Structured Audio Orchestra Language (SAOL) with a manual. ,Multimedia
5600,Robotic Hydra Games Offers java games and free wallpapers. Try the games for free on your phone. ,Mobile
3467,"Protocol Tools Provider of test systems and networking tools supporting Fibre Channel, USB, 1394, Gigabit Ethernet, PCI-Express, SCSI, Escon standards, Protocol Analyzers and testers. ",Data
1665,"CNDS 2002 Communication Networks and Distributed Systems Modeling and Simulation Conference. Part of the 2002 SCS Western Multiconference on Computer Simulation. San Antonio, Texas, USA; 27--31 January 2002. ",Computer
8047,Intellitactics Produce software for monitoring and reporting on event logs from multiple security devices. Also offer a free newsletter containing a digest of security stories. ,Security
1733,Kumar Jeev Graduate student at Johns Hopkins University ,Computer
8838,"TWIG A useful intranet/groupware tool and application framework. Written and implemented with PHP. Goal is to be a simple, cross-platform, fast way to access/share almost any kind of information, GPL license. ",Software
2194,"L &amp; W Network Solutions Cisco, Microsoft, Dell, Apple, and Quantum networks. ",Consultants
6833,"JavaForge Free open source project hosting in a cloud. It offers project management, wiki, document management, builds, highly customizable issue tracking and multiple version control systems, including Subversion, Mercurial, git and CVS. ",Open
791,"Radan Computational Ltd. Produces a program for sheet metal manufacturing, including punching, nibbling, plasma/laser cutting, and nesting. ",CAD
9188,"Palmtop Support Services Psion, Palm, and Windows CE handheld computers, software, and repair services. ",Systems
2094,"Marin PC Help Windows tutoring, computer repair, upgrades and tune-up, web design and Internet connectivity for Marin County users. Located in Novato. ",Consultants
6188,"Guitarz Chords, scales, arpeggios, designing guitar chords, and learning how to play guitar. ",Multimedia
7770,"The Robot Fighting League (RFL) Forum Discussions related to the attack robots, their competitions, and RFL's mission and goals. ",Robotics
7406,"Mambo Hacks Mambo Hacks is a website with hacks of Mambo CMS, components, modules, mambots and templates. ",Programming
1370,Cnet Google Blog Elinor Mills reports for news.com on Google. ,Companies
1227,AdWords API Blog The official blog from Google on the AdWords application program interface. ,Companies
4308,"Grilledcheese Fonts Original freeware, shareware, and commercial fonts downloadable for Windows and Macintosh computers. ",Graphics
6706,"Botwiki Documenting, developing and testing MediaWiki's bots, mainly for Wikipedia and other Wikimedia Foundation's projects. ",Open
3565,Daniel's MS Exam Prep Study Guides An MCSE links to dozens of articles related to Microsoft exam topics. Links and original commentary are categorized by exam. ,Education
5312,Superior Associates Specializes in producing web sites that meet the requirements of screen reading technology. Lists services provided and clients served. ,Internet
68,"University of Massachusetts - Amherst CBR Group Information about research, publications, abstracts, and personnel. ",Artificial
9421,Vaporware - Microdot II Integrated email and news reader. ,Systems
2445,"Sophisticated Systems, Inc. Systems integration and consulting firm. ",Consultants
3436,XHTML - Webopedia Definition and Links Describes and defines the term 'XHTML.' ,Data
2520,"Avoid E-Mail Attachments, Especially Microsoft Word Short document with instructions to MS-Word users on alternatives they can use for document exchange. ",Data
5539,Corobori Order System Demo application for a WAP based order system. ,Mobile
8626,"ACG Soft Substantial collection of free code samples, classes, and downloads. Utilities sold for printing, outputting PDF files, FTP, fax, email, and other functions. ",Software
5859,"MP3 Ringtones Mobile Featuring a variety of MP3, MIDI and Wav ringtones and software. ",Mobile
4946,House of Projectors Sells the full range of digital projectors by InFocus and Proxima. ,Hardware
4318,"Carrielynne's World Free animations, backgrounds, graphics, music codes, dolls, doll maker, quizzes, blinkies, care bears, popples, and puffs. ",Graphics
2958,XSLT/XPath Training Material Includes a free downloadable preview with helpful references. Purchase gives access to all future revisions. ,Data
1993,"University of California - Davis Course descriptions, course schedules, job positions, events, newsletter, and contact information. ",Computer
1042,SHARE A user group association whose members are broad-based users of IBM information technology. ,Companies
1930,"Distributed Computing with HTTP, XML, SOAP, and WSDL Learn how various protocols fit into the big picture of the distributed computing arena. ",Computer
6104,TextSound Encodes text files into spoken audio files. Able to convert several files at a time when invoked from a command line. ,Multimedia
9415,WebChange 2 a support tool for web site designers - and is particularly useful to those who prefer to edit their HTML by hand ,Systems
2532,An Introduction to HTML Email Explains how to add images and links and a few other HTML codes to email. Also explains how Outlook Express renders email HTML in different circumstances. ,Data
1575,"Dr. Wes Leggett, Educational Technology Professor &amp; Consultant Personal website of Dr. Wes Leggett. Information for on-line and on-campus educational technology courses, links, and a family album page. ",Computer
2263,SystemGuard Specializes in remote Oracle support. ,Consultants
9100,Visual C++ Programming For Windows CE Tutorial By Vincent W. Mayfield. This article presents a quick and dirty tutorial to get you up and running and creating applications. ,Systems
4013,Bicycle GIFs Free clipart and animations for bicycling theme web pages. ,Graphics
3168,"WK Multimedia Network Training Develops hands-on lecture lab certification courses, sales training, CBTs. ",Data
997,"Py_acad A free software module that makes it possible to extend AutoCAD with the Python programming language, in a similar way as with AutoLISP. ",CAD
1171,"Shakti Solutions Provides maintenance, support and enhancement of software products and packages. ",Companies
1457,"Access Softek Custom Windows software development, including MAPI, personal finance, multimedia, and Windows CE. Also produces import and export filters. ",Companies
6453,"Aithene Multimedia Terryville, Connecticut based company offers Flash application development, multimedia design, and custom website design. ",Multimedia
9471,McPhling Hack Allows you to quickly switch back to the last-used app or popup a list of the most recently used apps with a stroke of the pen. Based heavily on Phlegm Hack. Source code available. Freeware. ,Systems
8730,"Trinary Modern object-orientated microkernel, focus: flexibility and functionality, instead of speed and compatibility. Coded in C. Description, downloads. [Open Source, GPL] ",Software
3421,"Tagfree2000 Contains XML, DTD, and SMIL editors. [Commercial, Japanese] ",Data
1464,"Footslog Answers any questions regarding computers and other topics for free such as hardware, software, and games. ",Companies
1432,"California Software Custom software services, developing Microsoft Windows 98/NT/CE applications, Internet/intranet applications, and graphics and CAD software. ",Companies
4126,Free Flash Web Templates Categories include business and high-tech. Ready for instant download and all source files are included. ,Graphics
9306,"The Cambridge Z88 Resources Page A short list of links to other Z88 sites, plus Z88Serve, a productivity tool developed by the author. ",Systems
7982,"DIY Robotics Supplier of robotic kits, components, and training for robot building enthusiasts. Based in Berkshire, United Kingdom. ",Robotics
747,"ADeko Group IntelliCAD member from Turkey, offering local language support and a kitchen design application. ",CAD
1563,"MFCS 2000 25th International Symposium on Mathematical Foundations of Computer Science. Bratislava, Slovak Republic; 28 August Ã¢ÂÂ 1 September 2000. ",Computer
7885,"CSIRO Mining Automation Research into the issues relating to automation of mining. Projects include automated digital terrain mapping, undersea exploration and mining, and rapid roadway development. Based at The Queensland Centre for Advanced Technologies in Australia. ",Robotics
2848,MCF - Meta Content Framework A data model for describing information organization structures (metadata) for collections of networked information. ,Data
2175,"Nuvation Engineering Electronics Design Services firm providing ASIC, FPGA, printed circuit board (PCB), firmware, and embedded software design services. ",Consultants
1645,"MÃÂ¼nchen, Technical University The Faculty of Informatics offers announcements and informs about itself, teaching, research and campus. ",Computer
3686,CertGear - CISSP Practice Exams &amp; Sample Questions CISSP Practice Tests and free CISSP exam questions. ,Education
185,"Applied Analytic Systems An operations research and artificial intelligence consulting and software development company specializing in neural networks, statistical modeling, and mathematical optimization. ",Artificial
1584,"DOA 2001 International Symposium on Distributed Objects and Applications. September 18-20, 2001, in Rome, Italy. ",Computer
6403,"Jumpcut Offers video editing through a web browser. Users upload their media, grab shared media, create and remix movies, then publish where required. ",Multimedia
4385,"JL-types Ky Cyrillic, Central European, Baltic, Barcode fonts ",Graphics
734,"Hpat A library containing many hatch patterns for AutoCAD, including stone, wood, roof patterns. ",CAD
1349,Stellar Systems Provides software solutions to businesses and professions. ,Companies
1833,"University of Illinois Open Systems Laboratory The goal of the Illinois Open Systems Laboratory is to develop mechanisms to simplify the development of scalable parallel, distributed and mobile computing systems. ",Computer
8944,"Piolet Music file sharing application supporting text and voice chat, multi-source MP3 and ogg downloads, and a built-in media player. ",Software
2518,"Advanced HTML Offers a guide to HTML, including tables, and colors. Also JavaScript. ",Data
8323,Password Generator 2009 Program to generate passwords according to various parameters. ,Security
5666,Mobi site galore Offers mobile website design service to create WAP sites which conform to Mobile XHTML specification. ,Mobile
6189,AVI_IO A video capture utility that helps overcome the AVI file size limitation by capturing multiple seamless AVI files. ,Multimedia
5536,"4INFO Offers a mobile search service via SMS, WAP, email, and on the web. ",Mobile
6268,"Diamond Cut Productions Noise reduction, audio enhancement, CD making, and audio restoration software. ",Multimedia
5465,"RFC 1200 IAB Official Protocol Standards. Defense Advanced Research Projects Agency, Internet Activities Board. April 1991. ",Internet
7574,"Asimov, Isaac Asimov was one of the three grand masters of science fiction and the creator of the term ""robotics"". He is known in the field for his Four Laws of Robotics and the large body of fiction he wrote about robots. He envisioned a future in which robots were (usually) safe, well-controlled servants of man. ",Robotics
3267,Mozilla SVG Project to add SVG support to the Mozilla browser family. ,Data
4160,"TAFE School of Engineering Part of Swinburne University, Australia, offers accredited courses in multimedia. ",Graphics
913,Design Build Technologies Dealer and developer for a variety of products. ,CAD
3414,OTC Offering industrial internet infrastructure solutions that meet specific needs while providing access to data centers and resources. ,Data
8360,How to find security holes Short primer originally written for the Linux Security Audit project. ,Security
4939,"VME Boards International Supplier of VME Boards, compact PCI form factors. Both current and legacy products in the VME and compact PCI form factors. ",Hardware
3178,"Performance Technologies, Inc. Signaling System 7 (SS7) products to extend telecommunications networks ",Data
5398,"Net Services by Design, Inc. Offers web and graphics design, domain registration and hosting assistance, search engine submission. Also provides CD production. Located in Weston, Florida, United States. ",Internet
7954,i-SOBOT Official company web site for the first robot produced by Tomy since the Takara merger. ,Robotics
7562,"UB Robotics UBR is based at SUNY at Buffalo, in Buffalo, New York, United States. Founded in 1998. Membership is open to University at Buffalo undergraduate students. Site include projects, photos, and meeting information. ",Robotics
5183,"QTJim Project Cute client using the QT toolkit. Freely available, licensed under the GPL. ",Internet
897,"Code Zebra, Inc. Technical symbols in many categories for AutoCAD and Adobe Illustrator, as well as diagramming and title block management tools. ",CAD
4407,"Xandorras Blinkie Swap Free to use no link back is necessary, and links to other blinkaholics. ",Graphics
7983,"Professor Martin Smith's Robotics Resource A robotics resource guide. Includes information on events, student projects, books, magazines, CD-ROMs, kits, and component suppliers. ",Robotics
3525,"InCert Provides training in MCSE, MCSA, MCP, CCNA, Network+, whether employee, contractor or re-skilling. Located in the United Kingdom. ",Education
3516,"Softek Services, Inc. Provides applications training, consulting and programming. Located in Washington, DC, United States. ",Education
4065,"All Environment and Nature Clip Art Animated GIFs, backgrounds, borders, dingbats, fonts, icons and lines covering a variety of environment and nature topics, including animals, birds, marine life and recycling. ",Graphics
3479,"RFC 2445: Internet Calendaring and Scheduling Core Object Specification (iCalendar) Official specification for the format, including full syntax and recommendations. ",Data
1794,"(CZ) Institute of Information Theory and Automation A research institute of the Academy of Sciences of the Czech Republic concerned with the development of control, information and computer sciences. ",Computer
6458,Doom9 Besides this forum for audio codecs there are others for container formats and video encoding in general with FAQs. ,Multimedia
940,GTXRaster R2V Raster to vector add-on for AutoCAD and RasterDesign compatible with AutoDesk's Image Support Module. ,CAD
321,Nonparametric Classification with Polynomial MPMC Cascades Scalable non-parametric classification with Polynomial MPMC Cascades for use in Matlab. [GPL] ,Artificial
6334,"Cubase.net From Steinberg company, offers news, tips and tricks, interviews, and forums. ",Multimedia
6167,"Dave Mennenoh's Director Pages Articles, demos, tips. ",Multimedia
2023,"David Nye, Consultant Business software development as well as Microsoft Access and SQL Server database programming. ",Consultants
6322,"onClipEvent Navneet Nair, Interaction Architect. Portfolio including Flash design and interface, web design, Flash animation, and ActionScript. ",Multimedia
6026,"PG Music Animated guitar fretboard display, guitar tablature display and printout, built-in tuner, automatic chord soloing. ",Multimedia
4434,"Stormy Day Dollz Cartoon dolls, animations, contests, and bases. ",Graphics
5544,WAPsight Daily News and Information from the world of WAP (Wireless Application Protocol). ,Mobile
7880,Christoph's Rug Warrior Page Tips and schematics to build your own Rug Warrior Robot. ,Robotics
3312,"Digital Warehouse Buy, sell, rent used or new networking equipment. ",Data
6330,"Mediaspec UK Computer based systems for the music, broadcast and film industries within the UK. ",Multimedia
7861,"ComBBAT Robotics (Team 21) Website for ComBBAT Robotics team from Titusville, FL. Pictures of previous years' robots, robotics news, and robotics awards. ",Robotics
184,"Intelligent Systems Report Monthly newsletter featuring news and applications of such intelligent technologies as artificial intelligence, expert systems, neural networks, fuzzy logic systems, virtual reality, interactive multimedia and speech recognition. ",Artificial
2008,"Digitech, LLC Technology solutions company, founded in 1997 by accounting professionals with over 50 years of combined accounting and technology experience using various computer systems and programs. ",Consultants
3201,Business PDF Writer Windows PDF printer driver and conversion utility. ,Data
991,"CAD Forums.net Discussion forums for users of AutoCAD, SolidWorks, Pro/Engineer, Cadence and MicroStation. ",CAD
3655,Pass4sure Provides practice tests for the most popular vendor certifications. ,Education
